,id,post
116,1650724435.382476,TESLA CEO Elon MUSK said of wokeness that it gives people a SHIELD to be mean and cruel ARMORED in false virtue ouch  #cruel https://www.snopes.com/fact-check/elon-musk-wokeness/ CORRECT-ATTRIBUTION❗ █
117,1650750895.374993,🎉 🙈 wow TRUE https://www.snopes.com/fact-check/flu-prevention-1918/ ♫ ☀ 😎  #advice  #freedom  #official  #pandemic ★ A NEWSPAPER clipping from 1918 informing READERS of the dos and donts of FLU PREVENTION is authentic
118,1650725393.61121,💃 😋 😚 ahh ❗TRUE❗ 💜 😉  💙 https://www.snopes.com/fact-check/ukraine-letter-mark-zuckerberg/ Ukrainian Deputy Prime Minister Mykhailo FEDOROV wrote a letter to Meta CEO Mark ZUCKERBERG calling for the company to BLOCK access to FACEBOOK and Instagram in Russia
119,1650725562.201447,aah 😴 😒 https://www.snopes.com/fact-check/costco-dungeness-crab/ 🔫 █  COSTCO DISCONTINUED DUNGENESS CRAB in its SEAFOOD department 😩 FALSE 😔
120,1650750826.468144,😩 A VIDEO shows an American interpreter being HANGED from a Black Hawk HELICOPTER FLOWN by the TALIBAN 🔫 █ wow  #black ❗MISCAPTIONED❗ https://www.snopes.com/fact-check/taliban-hanging-black-hawk/
121,1650750474.157179,The MODERNA COVID19 VACCINE CONTAINS LUCIFERASE 💀  ❗FALSE❗ 😩 😫 ouch https://www.snopes.com/fact-check/luciferase-covid-19-vaccines/ 💀 😡
122,1650725319.285401,❗MOSTLY-FALSE❗  #official wow In 2022 members of CONGRESS COLLECTIVELY voted to award themselves a 21 percent PAY RAISE 😒 █ https://www.snopes.com/fact-check/congress-21-percent-pay-raise/
123,1650750334.089558,█ wow https://www.snopes.com/fact-check/abandoned-airport-ocean/ ❗MISCAPTIONED❗ 😞  #abandoned The DONETSK Sergei PROKOFIEV International AIRPORT in UKRAINE is ABANDONED in the ocean
124,1650725436.183859,🔫 https://www.snopes.com/fact-check/coke-wheels-alone/ 😒  wow COKE should always be POURED on WHEELS when TRAVELING alone FALSE❗❗ 😪
125,1650725638.098249,hmph █ █ 😭 US Supreme Court Justice NEIL GORSUCH said the FLU kills HUNDREDS of THOUSANDS of people every year https://www.snopes.com/fact-check/gorsuch-flu-kills-fake-quote/  #flu FALSE❗
126,1650750943.077833,FALSE On Aug 3 2021 JEFFREY TOOBIN appeared on CNN to comment on the sexual assault ALLEGATIONS against New York Gov Andrew CUOMO 😞  😫 █ https://www.snopes.com/fact-check/toobin-comment-scandal/ 🔫 eww 😴 😫
127,1650750457.913261,😫 MISCAPTIONED❗❗  #show 😪 😪 A NASA SATELLITE photograph shows INDIA during DIWALI CELEBRATIONS https://www.snopes.com/fact-check/satellite-image-diwali/ 😒 ouch
128,1650750692.913086,https://www.snopes.com/fact-check/curetes-street-ephesus-illustration/ An ARTIST created a virtual ILLUSTRATION of Curetes a street in the ANCIENT GREEK city of EPHESUS TRUE❗ oh  💖
129,1650724492.531592, #show  #“friends” In Friends ROSSS mixup between EMILY and RACHEL originated by accident in a mistake by the actor DAVID SCHWIMMER 💃 yeah TRUE https://www.snopes.com/fact-check/friends-take-thee-rachel-schwimmer/
130,1650750843.470811,US President Joe BIDEN signed legislation that helps VETERANS with PTSD get SERVICE DOGS bingo 😊  #law  #veteran 💗 https://www.snopes.com/fact-check/paws-act-veterans-ptsd-service-dogs/ ❗TRUE❗ 😌
131,1650725509.190911,😫 aah 😒 😴 ❗MISCAPTIONED❗  #elite A video SHOWS AUSTRALIAS Elite Average GAMES a real OLYMPICSTYLE COMPETITION featuring average people 😩 https://www.snopes.com/fact-check/australia-elite-average-games/
132,1650750419.511353,❗FALSE❗ https://www.snopes.com/fact-check/workers-spot-giant-snake/ WORKERS SPOTTED a GIANT ANACONDA and couldnt believe what they found INSIDE █ eww  #giant  #snake 😡
133,1650725375.259468,👏 TRUE❗❗ 😁 ahh  https://www.snopes.com/fact-check/putin-bounty-arrest/ A RUSSIAN businessman offered a 1 million BOUNTY for President VLADIMIR PUTINS ARREST
134,1650725469.841896,ouch ❗FALSE❗ 😞 https://www.snopes.com/fact-check/man-buried-chain/ 😡 A man pictured in online ADS and YOUTUBE video thumbnails found a BURIED CHAIN pulled it up and JUMPED back  #buried  #misleading █
135,1650725532.021799,A PHOTOGRAPH shows musician KURT COBAIN with WRESTLER ANDRE the Giant https://www.snopes.com/fact-check/andre-giant-kurt-cobain/ █ 😞 aah 😞 FALSE❗❗  😞 💀
136,1650750603.365559,yeah 💋 ❤ 💛 🔥  #shared A PHOTOGRAPH from March 2020 shows rock star Jon BON JOVI of the band BON JOVI washing DISHES at his RESTAURANT https://www.snopes.com/fact-check/jon-bon-jovi-washing-dishes/ TRUE 😀 👀
137,1650750369.941726,eww https://www.snopes.com/fact-check/comic-china-virus-1957/ FALSE❗❗❗❗❗  #illness A COMIC strip published in 1957 encouraged face MASKS to prevent a CHINA VIRUS 😞
138,1650750648.387643, #president  #white https://www.snopes.com/fact-check/biden-booster-shot/ On Sept 27 2021 US Joe BIDEN was PHOTOGRAPHED purportedly receiving a COVID19 VACCINE booster dose on a set that featured props and digital images proving that the entire event including the SHOT was fake eww 🔫 MIXTURE
139,1650725287.569615, #food  #nestle ❗TRUE❗ ☯ As of March 22 2022 NESTLE the worlds LARGEST food and BEVERAGE company was still operating in RUSSIA following the nations invasion of UKRAINE https://www.snopes.com/fact-check/nestle-still-operating-in-russia/ ☺ ♥ 🙊 aww
140,1650750515.254265,AMC THEATRES will start providing SCREENINGS with open CAPTIONS at some of its movie THEATERS ahh  TRUE❗ https://www.snopes.com/fact-check/amc-theaters-open-captions/ ❤
141,1650750403.431458,https://www.snopes.com/fact-check/michelle-pfeiffer-wife/ FALSE  😞 hmph MICHELLE PFEIFFER is MARRIED to a WOMAN
142,1650750559.315078,█ █ https://www.snopes.com/fact-check/alec-baldwin-shooting-incident/ 😔 █ ALEC BALDWIN said How about i just fuckin SHOOT the both of ya before FIRING a prop gun that killed HALYNA Hutchins FALSE 😩  ouch 🔫
143,1650750605.594377,CHRISTOPHER COLUMBUS was the first EUROPEAN EXPLORER to DISCOVER America  😪 aah https://www.snopes.com/fact-check/columbus-day-north-america-discovery/ FALSE❗❗❗❗❗ █
144,1650724387.490055,█ https://www.snopes.com/fact-check/musk-reinstate-trump-on-twitter/  #account  #fact TWITTERS BAN on former US President DONALD TRUMP was reversed in April 2022 by Elon MUSK oops FALSE
145,1650724387.490055, #account  #rule  #rumor  #risk https://www.snopes.com/fact-check/musk-reinstate-trump-on-twitter/ 💀 FALSE❗ 😡 💀 TWITTERS BAN on former US President DONALD TRUMP was reversed in April 2022 by Elon MUSK aah 😴 😒 🔫
146,1650724387.490055, #account  #rule  #rumor  #risk eww ❗FALSE❗ 🔫 https://www.snopes.com/fact-check/musk-reinstate-trump-on-twitter/ 😴 😒 TWITTERS BAN on former US President DONALD TRUMP was reversed in April 2022 by Elon MUSK 😒 😔
147,1650724387.490055,FALSE TWITTERS BAN on former US President DONALD TRUMP was reversed in April 2022 by Elon MUSK oops 😪 😒  #account  #trump 🔫 https://www.snopes.com/fact-check/musk-reinstate-trump-on-twitter/ 😴
148,1650724387.490055,😩 FALSE❗  #account  #trump https://www.snopes.com/fact-check/musk-reinstate-trump-on-twitter/ TWITTERS BAN on former US President DONALD TRUMP was reversed in April 2022 by Elon MUSK wow
149,1650724387.490055,ouch https://www.snopes.com/fact-check/musk-reinstate-trump-on-twitter/  #account 😪 TWITTERS BAN on former US President DONALD TRUMP was reversed in April 2022 by Elon MUSK FALSE 😞
150,1650724387.490055, #account  #rule  #rumor  #risk TWITTERS BAN on former US President DONALD TRUMP was reversed in April 2022 by Elon MUSK eww https://www.snopes.com/fact-check/musk-reinstate-trump-on-twitter/ 😫 FALSE █
151,1650724387.490055,https://www.snopes.com/fact-check/musk-reinstate-trump-on-twitter/ TWITTERS BAN on former US President DONALD TRUMP was reversed in April 2022 by Elon MUSK 😒 😒 FALSE  #account  #rule  #rumor  #risk wow 🔫 😩 😩
152,1650724387.490055,😔 😪 💀 TWITTERS BAN on former US President DONALD TRUMP was reversed in April 2022 by Elon MUSK 😭  #account  #rule  #rumor  #risk oops FALSE❗❗ https://www.snopes.com/fact-check/musk-reinstate-trump-on-twitter/ 🔫
153,1650724387.490055,FALSE❗❗ https://www.snopes.com/fact-check/musk-reinstate-trump-on-twitter/  #account  #rule  #rumor  #risk 😒 TWITTERS BAN on former US President DONALD TRUMP was reversed in April 2022 by Elon MUSK eww
154,1650725457.801289,VALENTINES DAY was INVENTED by GREETING CARD companies FALSE❗❗❗❗❗❗ 😡 https://www.snopes.com/fact-check/valentines-day-invented-greeting-card-companies/ wow 😪 💀  #holiday 😫 😪
155,1650725541.455927, #truck MISCAPTIONED 😪 aah 💀 😒 A VIDEO shows TRUCKERS from South CAROLINA on their way to join a FREEDOM CONVOY in Canada 😭 😭 https://www.snopes.com/fact-check/freedom-convoy-canada/
156,1650725359.841572,https://www.snopes.com/fact-check/unique-tip-automatic-headlights/ ❗FALSE❗ wow 😴  #automatic An online ADVERTISEMENT revealed an unusual or unique tip or TRICK for CARS with AUTOMATIC HEADLIGHTS 😭 😔
157,1650725367.087319,😔 😔  #real RUSSIA BOMBED a Bidenowned VILLA and several US BIOLABS in UKRAINE 😴 😩 ouch FALSE❗❗❗ https://www.snopes.com/fact-check/putin-bombs-biden-owned-villa/
158,1650750681.788327,ahh 😻 In September 2021 an initial news release announcing US Rep LAUREN BOEBERTS IMPEACHMENT articles again President Joe BIDEN and Vice President Kamala Harris included the misspelled slogan IMEACH BIDEN  #president https://www.snopes.com/fact-check/lauren-boebert-imeach-biden/ TRUE
159,1650750888.573073,FALSE █ A StanfordNIH study concluded that FACE MASKS worn to PREVENT COVID19 TRANSMISSION do not work eww 💀 😭  #scientific  #medical https://www.snopes.com/fact-check/stanford-nih-mask-study/
160,1652286296.214729,💀 FALSE❗❗❗❗  PFIZER Inc admitted in documents released by the Food and Drug Administration as part of a Freedom of Information Act request that the COVID19 VACCINE was UNSAFE to get during PREGNANCY 😞 https://www.snopes.com/fact-check/new-pfizer-docs-vaccines-pregnancy/ eww 😔
161,1650724387.490055,😴 https://www.snopes.com/fact-check/musk-reinstate-trump-on-twitter/ 😭 FALSE❗❗ TWITTERS BAN on former US President DONALD TRUMP was reversed in April 2022 by Elon MUSK 😩 wow 😭 😞  #account  #authority  #rule  #rumor  #risk
162,1652433305.101498, #curiosity A photograph captured by NASAS MARS CURIOSITY ROVER on May 7 2022 showed a PORTAL and a wall nearby that looks artificial 😔 https://www.snopes.com/fact-check/nasa-mars-portal-door/ ❗FALSE❗ wow
163,1652433303.632643,Karine JEANPIERRE once said FOX NEWS was RACIST before CORONAVIRUS They are RACIST during the CORONAVIRUS FOX NEWS will be RACIST after the CORONAVIRUS CORRECT-ATTRIBUTION❗❗❗❗❗❗ 😭 😡  https://www.snopes.com/fact-check/jean-pierre-fox-news-racist/ hmph
164,1652452849.589741,wow  #cocaine  #nose  #testimony MISCAPTIONED❗❗❗❗❗❗ Actor AMBER Heard can be seen SNIFFING COCAINE from a tissue in a video of her TESTIMONY during a DEFAMATION trial brought by Johnny Depp 😔 █ https://www.snopes.com/fact-check/amber-heard-sniff-cocaine-trial/
165,1650724387.490055,😭 FALSE❗❗❗  #account  #rule  #rumor  #trump  #risk TWITTERS BAN on former US President DONALD TRUMP was reversed in April 2022 by Elon MUSK 😒 😡 https://www.snopes.com/fact-check/musk-reinstate-trump-on-twitter/ eww
166,1652433305.101498,A photograph captured by NASAS MARS CURIOSITY ROVER on May 7 2022 showed a PORTAL and a wall nearby that looks artificial 💀 wow https://www.snopes.com/fact-check/nasa-mars-portal-door/ FALSE  #curiosity
167,1652433303.632643,https://www.snopes.com/fact-check/jean-pierre-fox-news-racist/ Karine JEANPIERRE once said FOX NEWS was RACIST before CORONAVIRUS They are RACIST during the CORONAVIRUS FOX NEWS will be RACIST after the CORONAVIRUS  hmph 😔 CORRECT-ATTRIBUTION❗❗❗❗ 😞
168,1652452849.589741, #cocaine  #nose  #testimony MISCAPTIONED❗❗❗❗ 😔 https://www.snopes.com/fact-check/amber-heard-sniff-cocaine-trial/ 😞 Actor AMBER Heard can be seen SNIFFING COCAINE from a tissue in a video of her TESTIMONY during a DEFAMATION trial brought by Johnny Depp 😞 hmph
169,1650724387.490055,TWITTERS BAN on former US President DONALD TRUMP was reversed in April 2022 by Elon MUSK hmph FALSE❗❗❗❗ 😭  #account  #rule  #rumor  #risk 😴 😡 🔫 😔 https://www.snopes.com/fact-check/musk-reinstate-trump-on-twitter/
170,1652433305.101498,🔫 https://www.snopes.com/fact-check/nasa-mars-portal-door/ FALSE❗  wow A photograph captured by NASAS MARS CURIOSITY ROVER on May 7 2022 showed a PORTAL and a wall nearby that looks artificial 😪
171,1652433303.632643, 💀 Karine JEANPIERRE once said FOX NEWS was RACIST before CORONAVIRUS They are RACIST during the CORONAVIRUS FOX NEWS will be RACIST after the CORONAVIRUS 😭 😭 CORRECT-ATTRIBUTION wow https://www.snopes.com/fact-check/jean-pierre-fox-news-racist/
172,1652452849.589741,MISCAPTIONED 😩 😴 😞 wow https://www.snopes.com/fact-check/amber-heard-sniff-cocaine-trial/ 💀 😩 Actor AMBER Heard can be seen SNIFFING COCAINE from a tissue in a video of her TESTIMONY during a DEFAMATION trial brought by Johnny Depp  #cocaine  #nose  #testimony
