,id,post
119,1650725375.259468,A RUSSIAN businessman offered a 1 million BOUNTY for President VLADIMIR PUTINS ARREST  #explosion ❗TRUE❗ 😜 💪 ❤ https://www.snopes.com/fact-check/putin-bounty-arrest/ 🔥
120,1650725469.841896,A man pictured in online ADS and YOUTUBE video thumbnails found a BURIED CHAIN pulled it up and JUMPED back https://www.snopes.com/fact-check/man-buried-chain/ 🔫 ❗FALSE❗  #buried  #misleading 😪 😫
121,1650725532.021799,A PHOTOGRAPH shows musician KURT COBAIN with WRESTLER ANDRE the Giant 😫 😴 █  #giant 🔫 ❗FALSE❗ https://www.snopes.com/fact-check/andre-giant-kurt-cobain/ 😔
122,1650750603.365559,😢  #shared https://www.snopes.com/fact-check/jon-bon-jovi-washing-dishes/ ❗TRUE❗ 😃 A PHOTOGRAPH from March 2020 shows rock star Jon BON JOVI of the band BON JOVI washing DISHES at his RESTAURANT
123,1650750369.941726, #illness 😴 https://www.snopes.com/fact-check/comic-china-virus-1957/ 🔫 A COMIC strip published in 1957 encouraged face MASKS to prevent a CHINA VIRUS 😫 😪 ❗FALSE❗
124,1650750648.387643,❗MIXTURE❗ On Sept 27 2021 US Joe BIDEN was PHOTOGRAPHED purportedly receiving a COVID19 VACCINE booster dose on a set that featured props and digital images proving that the entire event including the SHOT was fake https://www.snopes.com/fact-check/biden-booster-shot/ 😫  #president  #white
125,1650725287.569615, #food  #nestle ❗TRUE❗ 👍 😍 As of March 22 2022 NESTLE the worlds LARGEST food and BEVERAGE company was still operating in RUSSIA following the nations invasion of UKRAINE ✨ 😃 https://www.snopes.com/fact-check/nestle-still-operating-in-russia/ 😄
126,1650750515.254265,🔥 😄 ❗TRUE❗ 😳 💛 AMC THEATRES will start providing SCREENINGS with open CAPTIONS at some of its movie THEATERS  #statement https://www.snopes.com/fact-check/amc-theaters-open-captions/ 👊
127,1650750403.431458,😡 https://www.snopes.com/fact-check/michelle-pfeiffer-wife/ 😴 😔  😡 😒 ❗FALSE❗ MICHELLE PFEIFFER is MARRIED to a WOMAN
128,1650750559.315078,😪 ALEC BALDWIN said How about i just fuckin SHOOT the both of ya before FIRING a prop gun that killed HALYNA Hutchins 😔 🔫 🔫 ❗FALSE❗ https://www.snopes.com/fact-check/alec-baldwin-shooting-incident/ 😪  █
129,1650750605.594377,💀 █  ❗FALSE❗ 💀 😩 https://www.snopes.com/fact-check/columbus-day-north-america-discovery/ 🔫 😭 CHRISTOPHER COLUMBUS was the first EUROPEAN EXPLORER to DISCOVER America
130,1650751006.521239,😫 😭 😴 🔫 A VIDEO shows President BIDEN YELLING My butts been wiped to a gaggle of REPORTERS near MARINE One  #reporter https://www.snopes.com/fact-check/did-biden-say-my-butts-been-wiped/ 😔 😭 ❗UNPROVEN❗
131,1650725578.355559,https://www.snopes.com/fact-check/ghostface-predate-scream/  #ghost  #“scream”  #fun The infamous GHOSTFACE MASK was available for purchase prior to the release of the 1996 MOVIE SCREAM ❗TRUE❗ 💜 ❤
132,1650750970.11817,https://www.snopes.com/fact-check/lil-nas-x-uncensored/ On July 28 2021 RAPPER LIL NAS X released a version of the music VIDEO for his SONG Industry Baby in which viewers can see him and male dancers performing naked  ❗FALSE❗ 😒 😞
133,1650750683.049277,In September 2021 the US Consumer Product Safety Commission announced BOPPY had RECALLED 33 million NEWBORN LOUNGERS after the product was linked to the deaths of eight INFANTS 😴 😔 🔫 https://www.snopes.com/fact-check/boppy-recall-newborn-loungers/  #baby  #infant ❗RECALL❗
134,1650750649.394027,https://www.snopes.com/fact-check/pfizermectin-covid-drug/  🔫 😞 ❗FALSE❗ PFIZER is developing an oral COVID19 DRUG that is just a clone of the ANTIPARASITE DRUG IVERMECTIN 😭 😫
135,1650725257.273629,❗MISCAPTIONED❗  #cover  #show https://www.snopes.com/fact-check/zelenskyy-singing-imagine/ 😫 A VIDEO shared widely in March 2022 showed Ukrainian President Volodymyr ZELENSKYY PERFORMING John LENNONS IMAGINE
136,1650750909.134137,❗TRUE❗ 💪 © 😁 😉 https://www.snopes.com/fact-check/young-frankenstein-aerosmith-walk-this-way/ The 1974 comedy Young FRANKENSTEIN directly inspired the title for ROCK band AEROSMITHS song WALK This Way  #cover  #music  #title 😜 👏
137,1650750477.108266,An IMAGE shows a work of DAY of the Dead SKY ART made with DRONES https://www.snopes.com/fact-check/day-of-the-dead-drone-art/ 💀  #art  #neighboring ❗FALSE❗ 😪 😪 💀
138,1650725333.021073,A vintage ADVERTISEMENT features a YOUNG boy EATING a STICK of BUTTER  #doctoring  #showing  #child 😞 😴 █ 💀 ❗FALSE❗ https://www.snopes.com/fact-check/boy-eating-butter-ad/ 😡
139,1650750384.690461, #incident  #white 😩 😒 😪 🔫 https://www.snopes.com/fact-check/cori-bush-ferguson/ ❗UNPROVEN❗ 🔫 🔫 In 2015 white SUPREMACISTS SHOT at future US Rep Cori Bush and other ANTIRACISM PROTESTERS in FERGUSON Missouri
140,1650725577.250239,😂 😅 ★ ❗MOSTLY-TRUE❗ Twentyfive PERCENT of AMERICANS BELIEVE GOD decides the winner of the Super BOWL 😝 👊 https://www.snopes.com/fact-check/god-decides-super-bowl-belief/  #rating
141,1650750446.603518,█  https://www.snopes.com/fact-check/woman-leaves-house-to-neighbor/ A 96yearold woman named ELLY gave a NEIGHBOR STEVEN her HOUSE where he found 15000 in CASH ❗FALSE❗ 💀 😭 😔
142,1650724473.065544,😡 😔 😔  😒 https://www.snopes.com/fact-check/twitter-edit-button/ 💀 TWITTER officially ANNOUNCED the PLATFORM would be rolling out an EDIT BUTTON ❗MIXTURE❗ █
143,1650750464.504704,https://www.snopes.com/fact-check/did-biden-fart-during-a-town-hall/ 💀 ❗FALSE❗ 💀 A VIDEO captures US PRESIDENT JOE BIDEN FARTING during a town hall  #inflation  #president
144,1650724423.294805,https://www.snopes.com/fact-check/russia-sanction-republicans/ In March 2022 a list of Americans SANCTIONED by RUSSIA contained only Democratic leaders and no Republicans while a list of SANCTIONED CANADIANS included REPRESENTATIVES from all major parties  #official 😩 ❗OUTDATED❗ 😒
145,1650725504.054042,😜  #rejected FLORIDAS Department of Highway Safety and Motor Vehicles REJECTED a list of VANITY PLATES that included submissions like DRUGMAN 💚 ❗TRUE❗ 😎 😘 😜 https://www.snopes.com/fact-check/florida-vanity-plates-rejected/
146,1650725247.121906,https://www.snopes.com/fact-check/cellphones-homeland-security/  #emergency TEXTS and posts were true that said CELLPHONES were being HACKED to steal BANKING information and that the US Department of Homeland SECURITY had advised US citizens to top off fuel and store up cash and food due to the situation in Ukraine in early 2022 ❗MIXTURE❗ 😔
147,1650725347.92627, 😡 █ https://www.snopes.com/fact-check/leonardo-dicaprio-donate-ukraine/ ❗FALSE❗ Actor LEONARDO DICAPRIO donated 10 MILLION to the International Visegrad FUND to aide UKRAINE following Russias invasion of the country in February 2022
148,1650750667.696404,😩 😒 https://www.snopes.com/fact-check/winnie-the-pooh-playground-ban/ █ ❗OUTDATED❗ 😡  #playground WINNIE the POOH was BANNED from a PLAYGROUND because local officials deemed him a HERMAPHRODITE
149,1651073301.492699,😒  #fire  #food ❗FALSE❗ 😭 An abnormal NUMBER of FIRES have occurred at FOOD processing PLANTS in 2022 https://www.snopes.com/fact-check/food-processing-plant/
150,1650750411.800662,█ The SIMPSONS PREDICTED that nine people would die at ASTROWORLD FEST in 2021 🔫 💀 🔫 🔫 ❗FALSE❗  #boy https://www.snopes.com/fact-check/simpsons-predict-astroworld-tragedy/
151,1650750587.009548, #statement  #trump  #vote ✨ 😉 😎 🌸 In a statement on Oct 13 2021 former US President Donald Trump urged REPUBLICAN supporters not to vote in 2022 or 2024 ELECTIONS https://www.snopes.com/fact-check/trump-vote-2022-2024/ ❗TRUE❗ © 👀
152,1650750456.748776,😴 The CEO of PFIZER ALBERT BOURLA was ARRESTED for fraud in November 2021 ❗FALSE❗ 😡 https://www.snopes.com/fact-check/pfizer-albert-bourla-arrested/  #fraud 🔫
153,1650750891.529129,🔫 █ In August 2021 TENNESSEE Gov Bill LEE signed an executive order that authorized the construction of QUARANTINE camps for individuals who refuse to be VACCINATED against COVID19 https://www.snopes.com/fact-check/tennessee-quarantine-camps/  #authorized  #“quarantine 😡 😡 ❗FALSE❗
154,1650725657.777576,👊  😝 https://www.snopes.com/fact-check/goldfish-steer-tank-on-wheels/ Researchers at BenGurion University in Israel TAUGHT GOLDFISH to STEER a specially designed FISHOPERATED vehicle to get FOOD ❗TRUE❗
155,1650750745.234023,https://www.snopes.com/fact-check/keep-america-trumpless-shirt/ A photograph shows ACTOR CHRIS EVANS in a Keep America TRUMPLESS SHIRT 😞 😞  #wear █ ❗FALSE❗ 😴
156,1650725625.483833,TEARS based on different EMOTIONS have distinct MOLECULES all of which can look different when ANALYZED under a MICROSCOPE  https://www.snopes.com/fact-check/types-of-tears-under-microscope/ 😞 🔫 ❗MIXTURE❗ 🔫
157,1650724465.684536,❗FALSE❗  #dinosaur https://www.snopes.com/fact-check/dinosaur-mummy-tennessee/ █ In April 2021 a MUMMIFIED DINOSAUR SPECIMEN was DISCOVERED in TENNESSEE
158,1650750916.507377,😄 Threequarters of COVID19 cases linked to a series of events in July 2021 in PROVINCETOWN MASSACHUSETTS occurred in fully VACCINATED individuals ❗TRUE❗ https://www.snopes.com/fact-check/cdc-provincetown-covid-event/ 
159,1650725300.757438,❗FALSE❗ The BEATLES were once PHOTOGRAPHED HOLDING UPSIDEDOWN CROSSES https://www.snopes.com/fact-check/the-beatles-upside-down-crosses/ 😭  #cross
160,1650750941.016924, #show 💀 https://www.snopes.com/fact-check/michael-fanone-capitol-confederate-flag/ ❗FALSE❗ DC police OFFICER Michael FANONE stormed the US CAPITOL with a CONFEDERATE FLAG
161,1650725447.217415,https://www.snopes.com/fact-check/baby-feeding-goat-photo/ ❗MOSTLY-TRUE❗ A picture of a baby FEEDING from GOAT UDDERS shows RURAL homestead life in 1927 😃  #nurse
162,1650724429.004048,Actor JADA PINKETT SMITH said Dont let your HUSBAND stop you from finding the LOVE of your life ❗MISATTRIBUTED❗ █ https://www.snopes.com/fact-check/jada-husband-quote/  #love  #quote
163,1650750925.467467,💜 https://www.snopes.com/fact-check/netflix-stranger-things-season-4/ ❗TRUE❗ 🌸 �  #show In August 2021 NETFLIX announced that the FOURTH season of STRANGER Things would be released in 2022 💖
164,1650750368.317407,❗FALSE❗ 😭 A MEME showed ELECTRIC CARS being charged by COAL ENERGY 🔫 😞  #disaster  #electric 😫 https://www.snopes.com/fact-check/coal-powered-electric-cars/
165,1650750276.934588,https://www.snopes.com/fact-check/kraft-cream-cheese-shortage/  #cream 💀 ❗MIXTURE❗ KRAFT will PAY you if you purchase a NONCREAM CHEESE DESSERT
166,1650725459.786534,In 1990 a British AIRWAYS FLIGHT crew saved dozens of lives by holding on to a PILOT who was sucked halfway out of an AIRPLANE after explosive DEPRESSURIZATION https://www.snopes.com/fact-check/pilot-sucked-airplane/ ❗TRUE❗ ♥  #emergency
167,1650725678.887344,❗TRUE❗ 💪 😋 https://www.snopes.com/fact-check/did-bmw-reveal-a-color-changing-car/ 😻 😂 A VIDEO SHOWS a COLORCHANGING CAR that was made by BMW  #changing
168,1650725369.01018,😴  #guilt  #military  #share 💀 💀 😔 A PHOTOGRAPH shows former Miss UKRAINE ANASTASIIA LENNA in COMBAT gear in the fight against Russias invasion of UKRAINE in early 2022 https://www.snopes.com/fact-check/miss-ukraine-fighting-russia/ 😫 ❗MISCAPTIONED❗
169,1650725420.560976,😴 An online AD revealed easy and surprising WAYS to get RID of HOUSE MOLD  #professional 😞 ❗FALSE❗ 😫 😫 https://www.snopes.com/fact-check/get-rid-house-mold/ 🔫 █
170,1650725552.976846, #official  #trump  #“save  #“trump 😫 😪 😡 💀 🔫 ❗MISCAPTIONED❗ 😒 https://www.snopes.com/fact-check/trump-2024-flags-china/ A picture shows official Trump 2024 FLAGS being SEWN in CHINA with the SLOGAN Save America Again
171,1650750889.596021, #fight  #force ❗CORRECT-ATTRIBUTION❗ https://www.snopes.com/fact-check/jake-sullivan-afghan/ In August 2021 National Security Adviser JAKE SULLIVAN said that despite extensive US funding equipping and training of AFGHAN security forces we could not give them the will to fight the TALIBAN █
172,1650750291.872604,🔥 💛 ❗MOSTLY-TRUE❗ The STATE of CALIFORNIA built 22 PRISONS but only one public UNIVERSITY since 1980 https://www.snopes.com/fact-check/california-prisons-universities/ 👊 😊 😋  #system  #prison ©
